"variety","clone","site","year","flo","ver"
"Chardonnay","199Mtp12","Vassal",2013,154,226
"Chardonnay","199Mtp12","Vassal",2014,135,204
"Chardonnay","199Mtp12","Vassal",2017,132,202
"Chardonnay","199Mtp12","Vassal",2018,141,217
"Chardonnay","199Mtp12","Vassal",2019,142,213
"Chardonnay","199Mtp14","Vassal",1987,155,218
"Chardonnay","199Mtp14","Vassal",2002,143,213
"Chardonnay","199Mtp14","Vassal",2003,143,209
"Chardonnay","199Mtp14","Vassal",2004,154,220
"Chardonnay","199Mtp14","Vassal",2005,150,217
"Chardonnay","199Mtp14","Vassal",2006,143,220
"Chardonnay","199Mtp14","Vassal",2007,140,213
"Chardonnay","199Mtp14","Vassal",2008,143,208
"Chardonnay","199Mtp14","Vassal",2009,142,214
"Chardonnay","199Mtp14","Vassal",2010,148,214
"Chardonnay","199Mtp14","Vassal",2011,132,199
"Chardonnay","199Mtp14","Vassal",2012,146,210
"Chardonnay","199Mtp14","Vassal",2013,150,216
"Chardonnay","199Mtp14","Vassal",2014,135,206
"Chardonnay","199Mtp21","Vassal",1998,142,211
"Chardonnay","199Mtp21","Vassal",1999,148,215
"Chardonnay","199Mtp21","Vassal",2017,136,204
"Chardonnay","199Mtp21","Vassal",2018,141,202
"Chardonnay","199Mtp21","Vassal",2019,145,216
"Chardonnay","199Mtp29","Vassal",2002,143,212
"Chardonnay","199Mtp29","Vassal",2003,150,225
"Chardonnay","199Mtp29","Vassal",2004,156,211
"Chardonnay","199Mtp29","Vassal",2005,150,221
"Chardonnay","199Mtp29","Vassal",2006,144,217
"Chardonnay","199Mtp29","Vassal",2007,136,204
"Chardonnay","199Mtp29","Vassal",2008,142,214
"Chardonnay","199Mtp29","Vassal",2009,142,207
"Chardonnay","199Mtp29","Vassal",2010,147,212
"Chardonnay","199Mtp29","Vassal",2011,131,195
"Chardonnay","199Mtp29","Vassal",2012,146,207
"Chardonnay","199Mtp29","Vassal",2013,154,221
"Chardonnay","199Mtp29","Vassal",2014,135,202
"Chardonnay","199Mtp29","Vassal",2017,135,200
"Chardonnay","199Mtp29","Vassal",2018,143,213
"Chardonnay","199Mtp29","Vassal",2019,145,215
"Chardonnay","199Mtp31","Vassal",2001,144,210
"Chardonnay","199Mtp31","Vassal",2002,147,212
"Chardonnay","199Mtp31","Vassal",2003,146,221
"Chardonnay","199Mtp31","Vassal",2005,151,220
"Chardonnay","199Mtp31","Vassal",2006,145,219
"Chardonnay","199Mtp31","Vassal",2008,143,219
"Chardonnay","199Mtp31","Vassal",2010,147,217
"Chardonnay","199Mtp31","Vassal",2011,129,196
"Chardonnay","199Mtp31","Vassal",2012,147,212
"Chardonnay","199Mtp31","Vassal",2013,154,225
"Chardonnay","199Mtp31","Vassal",2014,135,208
"Chardonnay","199Mtp34","Vassal",2000,138,213
"Chardonnay","199Mtp39","Vassal",2002,147,218
"Chardonnay","199Mtp39","Vassal",2003,143,213
"Chardonnay","199Mtp39","Vassal",2004,154,224
"Chardonnay","199Mtp39","Vassal",2005,150,218
"Chardonnay","199Mtp39","Vassal",2006,142,210
"Chardonnay","199Mtp39","Vassal",2007,134,196
"Chardonnay","199Mtp39","Vassal",2008,140,213
"Chardonnay","199Mtp39","Vassal",2009,139,200
"Chardonnay","199Mtp39","Vassal",2010,147,218
"Chardonnay","199Mtp39","Vassal",2011,132,213
"Chardonnay","199Mtp39","Vassal",2012,144,211
"Chardonnay","199Mtp39","Vassal",2013,147,219
"Chardonnay","199Mtp39","Vassal",2014,135,205
"Chardonnay","199Mtp39","Vassal",2017,132,207
"Chardonnay","199Mtp39","Vassal",2018,142,226
"Chardonnay","199Mtp4","Vassal",1987,152,223
"Chardonnay","199Mtp4","Vassal",1995,143,211
"Chardonnay","199Mtp4","Vassal",1996,147,213
"Chardonnay","199Mtp4","Vassal",1997,132,201
"Chardonnay","199Mtp4","Vassal",2000,140,210
"Chasselas","0Mtp1886","Vassal",2017,136,193
"Chasselas","0Mtp1886","Vassal",2018,144,208
"Chasselas","0Mtp1886","Vassal",2019,146,205
"Chasselas","585E105","Vassal",2021,153,209
"Chasselas","585E111","Vassal",2021,152,218
"Chasselas","585Mtp11","Vassal",1990,144,218
"Chasselas","585Mtp13","Vassal",1990,142,199
"Chasselas","585Mtp13","Vassal",1991,150,204
"Chasselas","585Mtp13","Vassal",1992,143,197
"Chasselas","585Mtp13","Vassal",1994,142,193
"Chasselas","585Mtp13","Vassal",2010,154,209
"Chasselas","585Mtp13","Vassal",2011,136,188
"Chasselas","585Mtp13","Vassal",2012,151,208
"Chasselas","585Mtp28","Vassal",1987,156,209
"Chasselas","585Mtp28","Vassal",1990,142,194
"Chasselas","585Mtp40","Vassal",2008,148,208
"Chasselas","585Mtp40","Vassal",2009,146,208
"Chasselas","585Mtp40","Vassal",2010,154,205
"Chasselas","585Mtp40","Vassal",2011,135,188
"Chasselas","585Mtp40","Vassal",2012,152,203
"Chasselas","585Mtp40","Vassal",2013,158,213
"Chasselas","585Mtp40","Vassal",2014,143,199
"Chasselas","585Mtp42","Vassal",2010,154,215
"Chasselas","585Mtp42","Vassal",2011,135,192
"Chasselas","585Mtp42","Vassal",2012,150,202
"Chasselas","585Mtp42","Vassal",2013,157,209
"Chasselas","585Mtp44","Vassal",2010,154,214
"Chasselas","585Mtp44","Vassal",2011,136,186
"Chasselas","585Mtp44","Vassal",2012,150,213
"Chasselas","585Mtp44","Vassal",2013,157,214
"Chasselas","585Mtp44","Vassal",2017,138,200
"Chasselas","585Mtp44","Vassal",2018,146,216
"Chasselas","585Mtp44","Vassal",2019,146,215
"Chasselas","585Mtp45","Vassal",1989,146,197
"Chasselas","585Mtp45","Vassal",1990,140,196
"Chasselas","585Mtp45","Vassal",1991,152,197
"Chasselas","585Mtp45","Vassal",1992,143,199
"Chasselas","585Mtp45","Vassal",1993,151,207
"Chasselas","585Mtp46","Vassal",1989,146,200
"Chasselas","585Mtp46","Vassal",1990,140,194
"Chasselas","585Mtp46","Vassal",1991,152,214
"Chasselas","585Mtp46","Vassal",1992,143,208
"Chasselas","585Mtp46","Vassal",1997,137,195
"Chasselas","585Mtp46","Vassal",1999,143,201
"Chasselas","585Mtp46","Vassal",2000,150,206
"Chasselas","585Mtp58","Vassal",1987,155,213
"Chasselas","585Mtp58","Vassal",1988,152,206
"Chasselas","585Mtp59","Vassal",1988,153,214
"Chasselas","585Mtp6","Vassal",1990,142,200
"Chasselas","585Mtp6","Vassal",1991,151,213
"Chasselas","585Mtp6","Vassal",1992,143,207
"Chasselas","585Mtp6","Vassal",1993,148,202
"Chasselas","585Mtp6","Vassal",1994,142,192
"Chasselas","585Mtp6","Vassal",1995,146,199
"Chasselas","585Mtp6","Vassal",1996,151,204
"Chasselas","585Mtp6","Vassal",1997,135,190
"Chasselas","585Mtp6","Vassal",1998,142,187
"Chasselas","585Mtp6","Vassal",1999,144,192
"Chasselas","585Mtp6","Vassal",2000,150,206
"Chasselas","585Mtp62","Vassal",1987,160,212
"Chasselas","585Mtp62","Vassal",1988,153,190
"Chasselas","585Mtp62","Vassal",1995,147,212
"Chasselas","585Mtp62","Vassal",1997,141,199
"Chasselas","585Mtp62","Vassal",2001,144,208
"Chasselas","585Mtp62","Vassal",2002,143,209
"Chasselas","585Mtp62","Vassal",2003,146,209
"Chasselas","585Mtp62","Vassal",2004,156,219
"Chasselas","585Mtp62","Vassal",2005,150,194
"Chasselas","585Mtp62","Vassal",2006,146,209
"Chasselas","585Mtp62","Vassal",2008,145,194
"Chasselas","585Mtp62","Vassal",2010,151,215
"Chasselas","585Mtp62","Vassal",2012,150,211
"Chasselas","585Mtp62","Vassal",2014,143,201
"Chasselas","585Mtp62","Vassal",2017,138,191
"Chasselas","585Mtp62","Vassal",2018,145,195
"Chasselas","585Mtp62","Vassal",2019,146,212
"Chasselas","585Mtp65","Vassal",1987,156,214
"Chasselas","585Mtp65","Vassal",1988,151,212
"Chasselas","585Mtp66","Vassal",1987,156,203
"Chasselas","585Mtp66","Vassal",1988,152,197
"Chasselas","585Mtp67","Vassal",1987,160,219
"Chasselas","585Mtp67","Vassal",1988,151,213
"Chasselas","585Mtp67","Vassal",1997,137,185
"Chasselas","585Mtp67","Vassal",1999,144,198
"Chasselas","585Mtp67","Vassal",2000,150,216
"Chasselas","585Mtp67","Vassal",2010,154,215
"Chasselas","585Mtp67","Vassal",2011,134,189
"Chasselas","585Mtp67","Vassal",2012,150,212
"Chasselas","585Mtp68","Vassal",1987,161,221
"Chasselas","585Mtp68","Vassal",1988,151,206
"Chasselas","585Mtp7","Vassal",1987,157,220
"Chasselas","585Mtp7","Vassal",1988,151,201
"Chasselas","585Mtp7","Vassal",1989,149,196
"Chasselas","585Mtp7","Vassal",1990,143,191
"Chasselas","585Mtp7","Vassal",1991,151,191
"Chasselas","585Mtp7","Vassal",1992,143,206
"Chasselas","585Mtp7","Vassal",1993,151,203
"Chasselas","585Mtp7","Vassal",1994,146,203
"Chasselas","585Mtp7","Vassal",1995,146,208
"Chasselas","585Mtp7","Vassal",1996,152,215
"Chasselas","585Mtp7","Vassal",1997,134,181
"Chasselas","585Mtp7","Vassal",1998,142,180
"Chasselas","585Mtp7","Vassal",1999,144,197
"Chasselas","585Mtp7","Vassal",2000,150,201
"Chasselas","585Mtp70","Vassal",1987,158,207
"Chasselas","585Mtp70","Vassal",1988,151,197
"Chasselas","585Mtp70","Vassal",1995,86,157
"Chasselas","585Mtp70","Vassal",1997,134,195
"Chasselas","585Mtp70","Vassal",1998,147,205
"Chasselas","585Mtp70","Vassal",1999,144,199
"Chasselas","585Mtp70","Vassal",2000,151,210
"Chasselas","585Mtp70","Vassal",2001,144,207
"Chasselas","585Mtp70","Vassal",2002,151,208
"Chasselas","585Mtp70","Vassal",2003,150,215
"Chasselas","585Mtp70","Vassal",2004,156,207
"Chasselas","585Mtp70","Vassal",2005,154,210
"Chasselas","585Mtp70","Vassal",2006,147,198
"Chasselas","585Mtp70","Vassal",2007,139,198
"Chasselas","585Mtp72","Vassal",1987,158,220
"Chasselas","585Mtp72","Vassal",1988,153,207
"Chasselas","585Mtp75","Vassal",1988,152,210
"Chasselas","585Mtp8","Vassal",1988,153,201
"Chasselas","585Mtp8","Vassal",1989,152,219
"Chasselas","585Mtp8","Vassal",2002,143,193
"Chasselas","585Mtp8","Vassal",2003,145,200
"Chasselas","585Mtp8","Vassal",2004,156,208
"Chasselas","585Mtp8","Vassal",2005,150,211
"Chasselas","585Mtp8","Vassal",2006,147,209
"Chasselas","585Mtp8","Vassal",2007,138,187
"Chasselas","585Mtp8","Vassal",2008,146,202
"Chasselas","585Mtp8","Vassal",2010,151,211
"Chasselas","585Mtp8","Vassal",2012,150,200
"Chasselas","585Mtp8","Vassal",2013,157,213
"Chasselas","585Mtp8","Vassal",2014,143,193
"Chasselas","585Mtp8","Vassal",2017,137,195
"Chasselas","585Mtp8","Vassal",2018,144,206
"Chasselas","585Mtp8","Vassal",2019,145,212
"Chasselas","585Mtp80","Vassal",1988,153,213
"Chasselas","585Mtp80","Vassal",1990,140,195
"Chasselas","585Mtp80","Vassal",1992,143,203
"Chasselas","585Mtp80","Vassal",1993,152,198
"Chasselas","585Mtp80","Vassal",1994,142,194
"Chasselas","585Mtp80","Vassal",1995,149,207
"Chasselas","585Mtp81","Vassal",1988,153,220
"Chasselas","585Mtp81","Vassal",1989,146,200
"Chasselas","585Mtp81","Vassal",1990,140,195
"Chasselas","585Mtp81","Vassal",1991,151,206
"Chasselas","585Mtp81","Vassal",1992,143,198
"Chasselas","585Mtp81","Vassal",1993,151,214
"Chasselas","585Mtp81","Vassal",1994,142,194
"Chasselas","585Mtp81","Vassal",1995,149,195
"Chasselas","585Mtp82","Vassal",1989,146,213
"Chasselas","585Mtp87","Vassal",1992,144,206
"Chasselas","585Mtp87","Vassal",1995,147,214
"Chasselas","585Mtp87","Vassal",1997,134,186
"Chasselas","585Mtp9","Vassal",1987,156,208
"Chasselas","585Mtp90","Vassal",2002,143,196
"Chasselas","585Mtp90","Vassal",2003,150,205
"Chasselas","585Mtp90","Vassal",2004,154,212
"Chasselas","585Mtp90","Vassal",2005,151,205
"Chasselas","585Mtp90","Vassal",2006,146,201
"Chasselas","585Mtp90","Vassal",2007,138,190
"Chasselas","585Mtp90","Vassal",2008,144,192
"Chasselas","585Mtp90","Vassal",2009,148,202
"Chasselas","585Mtp90","Vassal",2010,147,206
"Chasselas","585Mtp90","Vassal",2012,147,207
"Chasselas","585Mtp90","Vassal",2013,154,211
"Chasselas","585Mtp90","Vassal",2014,139,197
"Chasselas","585Mtp91","Vassal",2002,147,209
"Chasselas","585Mtp91","Vassal",2003,146,204
"Chasselas","585Mtp91","Vassal",2004,154,214
"Chasselas","585Mtp91","Vassal",2005,151,207
"Chasselas","585Mtp91","Vassal",2006,145,214
"Chasselas","585Mtp91","Vassal",2008,144,200
"Chasselas","585Mtp91","Vassal",2009,153,201
"Chasselas","585Mtp91","Vassal",2011,130,185
"Chasselas","585Mtp91","Vassal",2012,147,202
"Chasselas","585Mtp91","Vassal",2013,154,208
"Chasselas","585Mtp91","Vassal",2014,135,195
"Chasselas","585Mtp91","Vassal",2017,134,188
"Chasselas","585Mtp91","Vassal",2018,143,207
"Chasselas","585Mtp91","Vassal",2019,143,210
"Grenache","34Mtp10","Vassal",1987,159,237
"Grenache","34Mtp10","Vassal",1988,155,227
"Grenache","34Mtp10","Vassal",1989,149,229
"Grenache","34Mtp10","Vassal",1990,143,214
"Grenache","34Mtp10","Vassal",1991,157,229
"Grenache","34Mtp10","Vassal",1992,147,206
"Grenache","34Mtp10","Vassal",1993,148,216
"Grenache","34Mtp10","Vassal",1994,146,216
"Grenache","34Mtp10","Vassal",1995,153,231
"Grenache","34Mtp10","Vassal",1996,150,221
"Grenache","34Mtp10","Vassal",1997,132,211
"Grenache","34Mtp10","Vassal",1998,147,215
"Grenache","34Mtp10","Vassal",1999,148,218
"Grenache","34Mtp10","Vassal",2000,154,223
"Grenache","34Mtp10","Vassal",2001,147,204
"Grenache","34Mtp10","Vassal",2002,143,219
"Grenache","34Mtp10","Vassal",2003,154,228
"Grenache","34Mtp10","Vassal",2004,156,229
"Grenache","34Mtp10","Vassal",2005,154,229
"Grenache","34Mtp10","Vassal",2006,148,224
"Grenache","34Mtp10","Vassal",2007,138,205
"Grenache","34Mtp13","Vassal",1987,158,226
"Grenache","34Mtp21","Vassal",1988,151,229
"Grenache","34Mtp23","Vassal",1994,145,199
"Grenache","34Mtp23","Vassal",1995,147,235
"Grenache","34Mtp23","Vassal",2002,147,224
"Grenache","34Mtp23","Vassal",2003,150,228
"Grenache","34Mtp23","Vassal",2004,154,243
"Grenache","34Mtp23","Vassal",2005,152,241
"Grenache","34Mtp23","Vassal",2006,146,222
"Grenache","34Mtp23","Vassal",2007,140,208
"Grenache","34Mtp23","Vassal",2008,143,218
"Grenache","34Mtp23","Vassal",2009,146,221
"Grenache","34Mtp23","Vassal",2017,140,237
"Grenache","34Mtp23","Vassal",2018,147,213
"Grenache","34Mtp23","Vassal",2019,153,232
"Grenache","34Mtp24","Vassal",1994,145,202
"Grenache","34Mtp24","Vassal",1995,150,203
"Grenache","34Mtp24","Vassal",2017,140,203
"Grenache","34Mtp24","Vassal",2018,149,218
"Grenache","34Mtp24","Vassal",2019,152,237
"Grenache","34Mtp26","Vassal",1989,148,227
"Grenache","34Mtp26","Vassal",1990,143,225
"Grenache","34Mtp26","Vassal",1991,159,229
"Grenache","34Mtp26","Vassal",2001,144,211
"Grenache","34Mtp26","Vassal",2002,147,209
"Grenache","34Mtp26","Vassal",2003,150,217
"Grenache","34Mtp26","Vassal",2004,156,208
"Grenache","34Mtp26","Vassal",2005,152,222
"Grenache","34Mtp26","Vassal",2006,147,226
"Grenache","34Mtp26","Vassal",2007,140,203
"Grenache","34Mtp26","Vassal",2008,143,211
"Grenache","34Mtp26","Vassal",2009,146,208
"Grenache","34Mtp26","Vassal",2010,147,208
"Grenache","34Mtp26","Vassal",2011,135,206
"Grenache","34Mtp26","Vassal",2012,148,221
"Grenache","34Mtp26","Vassal",2013,154,235
"Grenache","34Mtp26","Vassal",2014,140,206
"Grenache","34Mtp26","Vassal",2017,133,223
"Grenache","34Mtp26","Vassal",2018,145,222
"Grenache","34Mtp26","Vassal",2019,145,219
"Grenache","34Mtp3","Vassal",1987,160,256
"Grenache","34Mtp3","Vassal",1988,153,214
"Grenache","34Mtp3","Vassal",1989,146,236
"Grenache","34Mtp3","Vassal",1990,143,203
"Grenache","34Mtp3","Vassal",1991,154,227
"Grenache","34Mtp3","Vassal",1992,147,230
"Grenache","34Mtp3","Vassal",1993,148,223
"Grenache","34Mtp3","Vassal",1994,146,220
"Grenache","34Mtp3","Vassal",1995,153,215
"Grenache","34Mtp3","Vassal",1996,150,227
"Grenache","34Mtp3","Vassal",1997,137,204
"Grenache","34Mtp3","Vassal",1998,142,207
"Grenache","34Mtp3","Vassal",1999,148,218
"Grenache","34Mtp3","Vassal",2000,150,241
"Grenache","34Mtp3","Vassal",2001,147,206
"Grenache","34Mtp3","Vassal",2003,150,226
"Grenache","34Mtp3","Vassal",2004,156,231
"Grenache","34Mtp3","Vassal",2005,153,230
"Grenache","34Mtp3","Vassal",2006,146,232
"Grenache","34Mtp3","Vassal",2007,140,210
"Grenache","34Mtp3","Vassal",2008,149,208
"Grenache","34Mtp3","Vassal",2009,146,213
"Grenache","34Mtp3","Vassal",2010,151,228
"Grenache","34Mtp3","Vassal",2011,137,232
"Grenache","34Mtp3","Vassal",2012,150,242
"Grenache","34Mtp3","Vassal",2013,156,232
"Grenache","34Mtp3","Vassal",2014,139,219
"Grenache","34Mtp3","Vassal",2017,136,222
"Grenache","34Mtp3","Vassal",2018,147,217
"Grenache","34Mtp3","Vassal",2019,149,226
"Grenache","34Mtp4","Vassal",1987,158,228
"Grenache","34Mtp4","Vassal",1988,153,236
"Grenache","34Mtp4","Vassal",1989,146,222
"Grenache","34Mtp4","Vassal",1990,143,205
"Grenache","34Mtp4","Vassal",1991,154,230
"Grenache","34Mtp4","Vassal",1992,147,243
"Grenache","34Mtp4","Vassal",1993,148,224
"Grenache","34Mtp4","Vassal",1994,146,219
"Grenache","34Mtp4","Vassal",1995,149,233
"Grenache","34Mtp4","Vassal",1999,145,206
"Grenache","34Mtp4","Vassal",2000,150,225
"Grenache","34Mtp6","Vassal",1987,158,238
"Grenache","34Mtp6","Vassal",1988,153,215
"Grenache","34Mtp6","Vassal",1989,149,231
"Grenache","34Mtp6","Vassal",1990,143,212
"Grenache","34Mtp6","Vassal",1991,154,234
"Grenache","34Mtp6","Vassal",1992,147,191
"Grenache","34Mtp6","Vassal",1994,146,245
"Grenache","34Mtp6","Vassal",1995,153,208
"Grenache","34Mtp6","Vassal",1996,150,222
"Grenache","34Mtp6","Vassal",1997,137,202
"Grenache","34Mtp6","Vassal",1998,147,223
"Grenache","34Mtp6","Vassal",1999,147,222
"Grenache","34Mtp6","Vassal",2000,150,224
"Grenache","34Mtp6","Vassal",2001,144,198
"Grenache","34Mtp6","Vassal",2002,143,211
"Grenache","34Mtp6","Vassal",2003,150,234
"Grenache","34Mtp6","Vassal",2004,156,217
"Grenache","34Mtp6","Vassal",2005,153,216
"Grenache","34Mtp6","Vassal",2006,146,222
"Grenache","34Mtp6","Vassal",2007,139,230
"Grenache","34Mtp6","Vassal",2008,150,234
"Grenache","34Mtp6","Vassal",2009,145,222
"Grenache","34Mtp6","Vassal",2010,152,244
"Grenache","34Mtp6","Vassal",2011,138,217
"Grenache","34Mtp6","Vassal",2012,150,232
"Grenache","34Mtp6","Vassal",2013,155,219
"Grenache","34Mtp6","Vassal",2014,141,219
"Grenache","34Mtp6","Vassal",2017,134,205
"Grenache","34Mtp6","Vassal",2018,142,211
"Grenache","34Mtp6","Vassal",2019,145,214
"Merlot","0Mtp1181","Vassal",2017,136,206
"Merlot","0Mtp1181","Vassal",2018,146,224
"Merlot","0Mtp1181","Vassal",2019,146,225
"Merlot","0Mtp167","Vassal",2018,144,223
"Merlot","326Mtp2","Vassal",1995,146,221
"Merlot","326Mtp2","Vassal",1998,147,219
"Merlot","326Mtp2","Vassal",1999,142,204
"Merlot","326Mtp2","Vassal",2000,150,220
"Merlot","326Mtp2","Vassal",2001,146,231
"Merlot","326Mtp2","Vassal",2002,143,207
"Merlot","326Mtp2","Vassal",2003,148,221
"Merlot","326Mtp2","Vassal",2004,154,218
"Merlot","326Mtp2","Vassal",2005,150,216
"Merlot","326Mtp2","Vassal",2006,143,214
"Merlot","326Mtp2","Vassal",2007,138,201
"Merlot","326Mtp2","Vassal",2008,144,212
"Merlot","326Mtp2","Vassal",2009,144,212
"Merlot","326Mtp2","Vassal",2010,148,227
"Merlot","326Mtp2","Vassal",2011,131,209
"Merlot","326Mtp2","Vassal",2012,146,211
"Merlot","326Mtp2","Vassal",2013,151,228
"Merlot","326Mtp2","Vassal",2014,141,211
"Merlot","326Mtp2","Vassal",2017,138,214
"Merlot","326Mtp2","Vassal",2018,147,218
"Merlot","326Mtp2","Vassal",2019,152,237
"Merlot","326Mtp4","Vassal",1998,142,209
"Merlot","326Mtp4","Vassal",1999,145,207
"Merlot","326Mtp4","Vassal",2000,147,207
"Merlot","326Mtp4","Vassal",2001,144,220
"Merlot","326Mtp4","Vassal",2002,146,213
"Merlot","326Mtp4","Vassal",2003,150,238
"Merlot","326Mtp4","Vassal",2004,156,222
"Merlot","326Mtp4","Vassal",2005,149,213
"Merlot","326Mtp4","Vassal",2006,142,220
"Merlot","326Mtp4","Vassal",2008,143,212
"Merlot","326Mtp4","Vassal",2009,142,207
"Merlot","326Mtp4","Vassal",2010,147,221
"Merlot","326Mtp4","Vassal",2011,131,199
"Merlot","326Mtp4","Vassal",2012,146,220
"Merlot","326Mtp4","Vassal",2013,152,222
"Merlot","326Mtp4","Vassal",2014,140,211
"Merlot","326Mtp4","Vassal",2017,134,207
"Merlot","326Mtp4","Vassal",2018,140,215
"Merlot","326Mtp4","Vassal",2019,144,235
"Merlot","326Mtp8","Vassal",2013,154,228
"Merlot","326Mtp8","Vassal",2017,135,209
"Merlot","326Mtp8","Vassal",2018,142,208
"Merlot","326Mtp8","Vassal",2019,145,226
"Pinot noir","193Mtp1","Vassal",2017,133,198
"Pinot noir","193Mtp1","Vassal",2018,144,206
"Pinot noir","193Mtp1","Vassal",2019,146,210
"Pinot noir","193Mtp40","Vassal",2017,133,191
"Pinot noir","193Mtp40","Vassal",2018,139,189
"Pinot noir","193Mtp40","Vassal",2019,143,216
"Pinot noir","193Mtp41","Vassal",2017,132,182
"Pinot noir","193Mtp41","Vassal",2018,139,205
"Pinot noir","193Mtp41","Vassal",2019,142,215
"Pinot noir","193Mtp77","Vassal",2017,133,192
"Pinot noir","193Mtp77","Vassal",2018,141,198
"Pinot noir","193Mtp77","Vassal",2019,142,216
"Pinot noir","193Mtp81","Vassal",2017,131,193
"Pinot noir","193Mtp81","Vassal",2018,140,203
"Pinot noir","193Mtp81","Vassal",2019,142,206
"Sauvignon","300Mtp11","Vassal",1987,155,220
"Sauvignon","300Mtp19","Vassal",1987,156,223
"Sauvignon","300Mtp19","Vassal",2003,150,208
"Sauvignon","300Mtp19","Vassal",2004,154,221
"Sauvignon","300Mtp19","Vassal",2005,152,214
"Sauvignon","300Mtp19","Vassal",2006,146,207
"Sauvignon","300Mtp19","Vassal",2007,141,197
"Sauvignon","300Mtp19","Vassal",2008,149,214
"Sauvignon","300Mtp19","Vassal",2009,146,214
"Sauvignon","300Mtp19","Vassal",2010,151,210
"Sauvignon","300Mtp19","Vassal",2011,133,201
"Sauvignon","300Mtp19","Vassal",2012,150,219
"Sauvignon","300Mtp19","Vassal",2013,154,220
"Sauvignon","300Mtp19","Vassal",2014,147,193
"Sauvignon","300Mtp19","Vassal",2017,138,199
"Sauvignon","300Mtp19","Vassal",2018,144,205
"Sauvignon","300Mtp19","Vassal",2019,147,214
"Sauvignon","300Mtp20","Vassal",1988,155,226
"Sauvignon","300Mtp20","Vassal",1989,150,212
"Sauvignon","300Mtp20","Vassal",1990,143,207
"Sauvignon","300Mtp20","Vassal",1991,151,212
"Sauvignon","300Mtp20","Vassal",1992,142,210
"Sauvignon","300Mtp20","Vassal",1993,151,205
"Sauvignon","300Mtp20","Vassal",1994,146,214
"Sauvignon","300Mtp20","Vassal",1995,149,217
"Sauvignon","300Mtp20","Vassal",2002,147,211
"Sauvignon","300Mtp20","Vassal",2003,146,211
"Sauvignon","300Mtp20","Vassal",2004,156,224
"Sauvignon","300Mtp20","Vassal",2005,152,214
"Sauvignon","300Mtp20","Vassal",2006,145,206
"Sauvignon","300Mtp20","Vassal",2007,140,204
"Sauvignon","300Mtp20","Vassal",2008,142,201
"Sauvignon","300Mtp20","Vassal",2009,142,209
"Sauvignon","300Mtp20","Vassal",2017,142,203
"Sauvignon","300Mtp20","Vassal",2018,149,214
"Sauvignon","300Mtp20","Vassal",2019,154,210
