"variety","clone","site","year","flo","ver"
"Sauvignon","300Mtp21","Vassal",1988,155,222
"Sauvignon","300Mtp21","Vassal",1989,150,213
"Sauvignon","300Mtp21","Vassal",1990,143,210
"Sauvignon","300Mtp21","Vassal",1991,151,215
"Sauvignon","300Mtp21","Vassal",1992,142,225
"Sauvignon","300Mtp21","Vassal",1993,151,218
"Sauvignon","300Mtp21","Vassal",1994,146,205
"Sauvignon","300Mtp21","Vassal",1995,153,215
"Sauvignon","300Mtp28","Vassal",1991,151,217
"Sauvignon","300Mtp28","Vassal",1996,154,216
"Sauvignon","300Mtp28","Vassal",1997,134,207
"Sauvignon","300Mtp28","Vassal",1998,147,204
"Sauvignon","300Mtp28","Vassal",1999,146,214
"Sauvignon","300Mtp28","Vassal",2000,144,217
"Sauvignon","300Mtp29","Vassal",1996,154,217
"Sauvignon","300Mtp29","Vassal",1997,137,211
"Sauvignon","300Mtp29","Vassal",1998,147,218
"Sauvignon","300Mtp29","Vassal",1999,146,209
"Sauvignon","300Mtp29","Vassal",2000,150,210
"Sauvignon","300Mtp29","Vassal",2001,144,205
"Sauvignon","300Mtp29","Vassal",2002,147,212
"Sauvignon","300Mtp29","Vassal",2003,150,204
"Sauvignon","300Mtp29","Vassal",2004,156,215
"Sauvignon","300Mtp29","Vassal",2005,152,217
"Sauvignon","300Mtp29","Vassal",2006,147,216
"Sauvignon","300Mtp29","Vassal",2007,141,201
"Sauvignon","300Mtp29","Vassal",2008,149,215
"Sauvignon","300Mtp29","Vassal",2010,148,210
"Sauvignon","300Mtp29","Vassal",2011,137,203
"Sauvignon","300Mtp29","Vassal",2012,148,219
"Sauvignon","300Mtp29","Vassal",2014,146,206
"Sauvignon","300Mtp31","Vassal",1996,154,209
"Sauvignon","300Mtp31","Vassal",1997,137,205
"Sauvignon","300Mtp31","Vassal",1999,145,209
"Sauvignon","300Mtp31","Vassal",2000,150,220
"Sauvignon","300Mtp31","Vassal",2001,144,200
"Sauvignon","300Mtp31","Vassal",2003,150,213
"Sauvignon","300Mtp31","Vassal",2004,156,220
"Sauvignon","300Mtp31","Vassal",2005,152,218
"Sauvignon","300Mtp38","Vassal",2010,151,215
"Sauvignon","300Mtp38","Vassal",2011,136,207
"Sauvignon","300Mtp38","Vassal",2012,148,203
"Sauvignon","300Mtp38","Vassal",2013,158,219
"Sauvignon","300Mtp38","Vassal",2017,138,197
"Sauvignon","300Mtp38","Vassal",2018,149,211
"Sauvignon","300Mtp38","Vassal",2019,150,200
"Sauvignon","300Mtp4","Vassal",1987,155,224
"Sauvignon","300Mtp40","Vassal",1996,154,206
"Sauvignon","300Mtp40","Vassal",1997,137,203
"Sauvignon","300Mtp40","Vassal",1998,147,207
"Sauvignon","300Mtp40","Vassal",1999,147,204
"Sauvignon","300Mtp40","Vassal",2000,150,208
"Sauvignon","300Mtp40","Vassal",2001,147,215
"Sauvignon","300Mtp40","Vassal",2002,143,220
"Sauvignon","300Mtp40","Vassal",2006,147,214
"Sauvignon","300Mtp40","Vassal",2007,141,216
"Sauvignon","300Mtp40","Vassal",2008,149,211
"Sauvignon","300Mtp40","Vassal",2009,146,216
"Sauvignon","300Mtp40","Vassal",2010,148,201
"Sauvignon","300Mtp40","Vassal",2011,137,207
"Sauvignon","300Mtp40","Vassal",2012,149,215
"Sauvignon","300Mtp40","Vassal",2013,157,216
"Sauvignon","300Mtp40","Vassal",2014,146,220
"Sauvignon","300Mtp40","Vassal",2017,139,195
"Sauvignon","300Mtp40","Vassal",2018,147,205
"Sauvignon","300Mtp40","Vassal",2019,150,196
"Sauvignon","300Mtp41","Vassal",1988,152,220
"Sauvignon","300Mtp41","Vassal",1989,142,210
"Sauvignon","300Mtp41","Vassal",1990,138,203
"Sauvignon","300Mtp41","Vassal",2001,147,218
"Sauvignon","300Mtp41","Vassal",2002,147,215
"Sauvignon","300Mtp41","Vassal",2003,150,213
"Sauvignon","300Mtp41","Vassal",2004,156,212
"Sauvignon","300Mtp41","Vassal",2005,153,215
"Sauvignon","300Mtp41","Vassal",2006,147,214
"Sauvignon","300Mtp41","Vassal",2007,143,221
"Sauvignon","300Mtp41","Vassal",2008,150,226
"Sauvignon","300Mtp41","Vassal",2009,146,210
"Sauvignon","300Mtp41","Vassal",2010,155,219
"Sauvignon","300Mtp41","Vassal",2011,137,203
"Sauvignon","300Mtp41","Vassal",2012,150,215
"Sauvignon","300Mtp41","Vassal",2013,157,215
"Sauvignon","300Mtp41","Vassal",2014,148,213
"Sauvignon","300Mtp41","Vassal",2017,140,208
"Sauvignon","300Mtp41","Vassal",2018,150,216
"Sauvignon","300Mtp41","Vassal",2019,153,214
"Sauvignon","300Mtp42","Vassal",1987,155,232
"Sauvignon","300Mtp42","Vassal",1988,152,212
"Sauvignon","300Mtp42","Vassal",1989,142,215
"Sauvignon","300Mtp5","Vassal",1987,157,227
"Sauvignon","300Mtp5","Vassal",1992,147,219
"Sauvignon","300Mtp5","Vassal",1996,153,212
"Syrah","150Mtp10","Vassal",1987,157,218
"Syrah","150Mtp11","Vassal",1987,156,219
"Syrah","150Mtp11","Vassal",1988,151,211
"Syrah","150Mtp11","Vassal",1989,150,214
"Syrah","150Mtp11","Vassal",1990,143,204
"Syrah","150Mtp11","Vassal",1991,151,211
"Syrah","150Mtp11","Vassal",1992,143,206
"Syrah","150Mtp11","Vassal",1993,156,217
"Syrah","150Mtp11","Vassal",1994,146,209
"Syrah","150Mtp11","Vassal",1995,149,212
"Syrah","150Mtp14","Vassal",1989,150,215
"Syrah","150Mtp14","Vassal",2002,147,211
"Syrah","150Mtp14","Vassal",2003,150,215
"Syrah","150Mtp14","Vassal",2004,156,218
"Syrah","150Mtp14","Vassal",2005,154,213
"Syrah","150Mtp14","Vassal",2006,148,217
"Syrah","150Mtp14","Vassal",2007,141,203
"Syrah","150Mtp14","Vassal",2008,148,213
"Syrah","150Mtp14","Vassal",2009,146,208
"Syrah","150Mtp14","Vassal",2010,154,218
"Syrah","150Mtp14","Vassal",2011,137,200
"Syrah","150Mtp14","Vassal",2012,151,210
"Syrah","150Mtp14","Vassal",2013,158,220
"Syrah","150Mtp14","Vassal",2014,143,207
"Syrah","150Mtp14","Vassal",2017,138,201
"Syrah","150Mtp14","Vassal",2018,147,208
"Syrah","150Mtp14","Vassal",2019,151,218
"Syrah","150Mtp23","Vassal",2002,147,211
"Syrah","150Mtp23","Vassal",2003,154,222
"Syrah","150Mtp23","Vassal",2004,159,220
"Syrah","150Mtp23","Vassal",2005,154,218
"Syrah","150Mtp23","Vassal",2006,148,216
"Syrah","150Mtp23","Vassal",2007,141,204
"Syrah","150Mtp23","Vassal",2008,150,210
"Syrah","150Mtp23","Vassal",2009,146,208
"Syrah","150Mtp23","Vassal",2010,154,220
"Syrah","150Mtp23","Vassal",2011,137,197
"Syrah","150Mtp23","Vassal",2012,153,214
"Syrah","150Mtp23","Vassal",2013,157,217
"Syrah","150Mtp23","Vassal",2014,143,205
"Syrah","150Mtp23","Vassal",2017,139,202
"Syrah","150Mtp23","Vassal",2018,145,208
"Syrah","150Mtp23","Vassal",2019,148,216
"Syrah","150Mtp24","Vassal",1989,150,215
"Syrah","150Mtp28","Vassal",2010,152,215
"Syrah","150Mtp28","Vassal",2011,139,201
"Syrah","150Mtp28","Vassal",2012,147,206
"Syrah","150Mtp28","Vassal",2013,157,221
"Syrah","150Mtp28","Vassal",2017,140,204
"Syrah","150Mtp28","Vassal",2018,149,213
"Syrah","150Mtp29","Vassal",1998,153,214
"Syrah","150Mtp29","Vassal",1999,148,207
"Syrah","150Mtp29","Vassal",2000,154,214
"Syrah","150Mtp29","Vassal",2001,144,206
"Syrah","150Mtp29","Vassal",2002,147,208
"Syrah","150Mtp29","Vassal",2003,150,215
"Syrah","150Mtp29","Vassal",2004,159,222
"Syrah","150Mtp29","Vassal",2005,154,217
"Syrah","150Mtp29","Vassal",2006,148,213
"Syrah","150Mtp29","Vassal",2007,142,205
"Syrah","150Mtp29","Vassal",2009,142,206
"Syrah","150Mtp29","Vassal",2010,154,216
"Syrah","150Mtp29","Vassal",2011,137,200
"Syrah","150Mtp29","Vassal",2012,152,213
"Syrah","150Mtp29","Vassal",2013,157,225
"Syrah","150Mtp29","Vassal",2014,142,205
"Syrah","150Mtp29","Vassal",2017,142,204
"Syrah","150Mtp29","Vassal",2018,149,214
"Syrah","150Mtp29","Vassal",2019,152,219
"Syrah","150Mtp3","Vassal",1993,156,217
"Syrah","150Mtp3","Vassal",1995,150,212
"Syrah","150Mtp3","Vassal",1996,155,217
"Syrah","150Mtp3","Vassal",1997,141,203
"Syrah","150Mtp3","Vassal",1998,153,214
"Syrah","150Mtp3","Vassal",1999,148,206
"Syrah","150Mtp3","Vassal",2000,154,214
"Syrah","150Mtp3","Vassal",2001,144,206
"Syrah","150Mtp3","Vassal",2002,143,205
"Syrah","150Mtp3","Vassal",2003,146,211
"Syrah","150Mtp3","Vassal",2004,156,218
"Syrah","150Mtp3","Vassal",2005,152,215
"Syrah","150Mtp3","Vassal",2006,146,213
"Syrah","150Mtp3","Vassal",2007,140,202
"Syrah","150Mtp3","Vassal",2008,145,206
"Syrah","150Mtp3","Vassal",2009,142,206
"Syrah","150Mtp30","Vassal",1989,150,212
"Syrah","150Mtp30","Vassal",1992,145,207
"Syrah","150Mtp30","Vassal",1997,141,205
"Syrah","150Mtp30","Vassal",1998,153,214
"Syrah","150Mtp30","Vassal",1999,148,208
"Syrah","150Mtp30","Vassal",2000,154,214
"Syrah","150Mtp32","Vassal",1989,156,218
"Syrah","150Mtp32","Vassal",1990,143,205
"Syrah","150Mtp32","Vassal",1991,154,213
"Syrah","150Mtp32","Vassal",1992,147,210
"Syrah","150Mtp32","Vassal",2001,144,206
"Syrah","150Mtp32","Vassal",2002,143,206
"Syrah","150Mtp32","Vassal",2003,154,220
"Syrah","150Mtp32","Vassal",2004,159,221
"Syrah","150Mtp32","Vassal",2005,155,217
"Syrah","150Mtp32","Vassal",2006,149,216
"Syrah","150Mtp32","Vassal",2007,141,206
"Syrah","150Mtp32","Vassal",2008,148,210
"Syrah","150Mtp32","Vassal",2009,146,206
"Syrah","150Mtp32","Vassal",2010,155,215
"Syrah","150Mtp32","Vassal",2011,139,201
"Syrah","150Mtp32","Vassal",2012,152,211
"Syrah","150Mtp32","Vassal",2013,161,225
"Syrah","150Mtp32","Vassal",2014,147,206
"Syrah","150Mtp32","Vassal",2017,141,206
"Syrah","150Mtp32","Vassal",2018,148,217
"Syrah","150Mtp32","Vassal",2019,152,220
"Syrah","150Mtp6","Vassal",1987,161,223
"Syrah","150Mtp6","Vassal",1988,153,216
"Syrah","150Mtp6","Vassal",1989,147,211
"Syrah","150Mtp6","Vassal",1990,143,207
"Syrah","150Mtp6","Vassal",1991,154,216
"Syrah","150Mtp6","Vassal",1992,147,210
"Syrah","150Mtp6","Vassal",1994,146,211
"Syrah","150Mtp6","Vassal",1995,146,206
"Syrah","150Mtp6","Vassal",1996,150,211
"Syrah","150Mtp6","Vassal",1997,132,196
"Syrah","150Mtp7","Vassal",1987,159,220
"Syrah","150Mtp7","Vassal",1988,153,216
"Syrah","150Mtp7","Vassal",1989,147,208
"Syrah","150Mtp7","Vassal",1990,143,206
"Syrah","150Mtp7","Vassal",1991,152,217
"Syrah","150Mtp7","Vassal",1992,147,207
"Syrah","150Mtp7","Vassal",1993,156,215
"Syrah","150Mtp7","Vassal",1994,146,209
"Syrah","150Mtp7","Vassal",1995,146,209
"Syrah","150Mtp7","Vassal",1996,150,215
"Syrah","150Mtp7","Vassal",1997,132,193
"Syrah","150Mtp7","Vassal",1998,153,210
"Syrah","150Mtp7","Vassal",1999,148,213
"Syrah","150Mtp7","Vassal",2000,154,216
"Syrah","150Mtp9","Vassal",1987,157,217
"Syrah","150Mtp9","Vassal",1988,151,214
"Syrah","150Mtp9","Vassal",1989,145,208
"Syrah","150Mtp9","Vassal",1990,143,205
"Syrah","150Mtp9","Vassal",1991,151,215
"Syrah","150Mtp9","Vassal",1992,147,210
"Syrah","150Mtp9","Vassal",1994,146,205
"Syrah","150Mtp9","Vassal",1995,149,210
"Ugni blanc","74Mtp11","Vassal",1987,165,240
"Ugni blanc","74Mtp11","Vassal",1988,160,241
"Ugni blanc","74Mtp11","Vassal",1989,153,218
"Ugni blanc","74Mtp11","Vassal",1990,150,224
"Ugni blanc","74Mtp11","Vassal",1991,163,232
"Ugni blanc","74Mtp11","Vassal",1992,152,222
"Ugni blanc","74Mtp11","Vassal",2002,147,207
"Ugni blanc","74Mtp11","Vassal",2003,150,212
"Ugni blanc","74Mtp11","Vassal",2004,156,224
"Ugni blanc","74Mtp11","Vassal",2005,156,227
"Ugni blanc","74Mtp11","Vassal",2006,149,212
"Ugni blanc","74Mtp11","Vassal",2007,146,221
"Ugni blanc","74Mtp11","Vassal",2008,152,236
"Ugni blanc","74Mtp11","Vassal",2009,148,221
"Ugni blanc","74Mtp11","Vassal",2010,154,236
"Ugni blanc","74Mtp11","Vassal",2011,137,204
"Ugni blanc","74Mtp11","Vassal",2012,153,219
"Ugni blanc","74Mtp11","Vassal",2013,161,224
"Ugni blanc","74Mtp11","Vassal",2014,150,217
"Ugni blanc","74Mtp11","Vassal",2017,143,229
"Ugni blanc","74Mtp11","Vassal",2018,152,229
"Ugni blanc","74Mtp11","Vassal",2019,151,225
"Ugni blanc","74Mtp13","Vassal",1987,165,247
"Ugni blanc","74Mtp13","Vassal",1988,160,241
"Ugni blanc","74Mtp13","Vassal",1989,153,219
"Ugni blanc","74Mtp13","Vassal",1990,150,220
"Ugni blanc","74Mtp13","Vassal",1991,163,237
"Ugni blanc","74Mtp13","Vassal",1992,152,230
"Ugni blanc","74Mtp13","Vassal",1993,156,229
"Ugni blanc","74Mtp13","Vassal",2001,149,217
"Ugni blanc","74Mtp13","Vassal",2002,151,226
"Ugni blanc","74Mtp13","Vassal",2003,154,215
"Ugni blanc","74Mtp13","Vassal",2004,159,227
"Ugni blanc","74Mtp13","Vassal",2005,157,217
"Ugni blanc","74Mtp13","Vassal",2006,149,224
"Ugni blanc","74Mtp13","Vassal",2007,144,215
"Ugni blanc","74Mtp13","Vassal",2008,152,257
"Ugni blanc","74Mtp13","Vassal",2009,148,219
"Ugni blanc","74Mtp13","Vassal",2010,154,226
"Ugni blanc","74Mtp13","Vassal",2011,139,217
"Ugni blanc","74Mtp13","Vassal",2012,153,217
"Ugni blanc","74Mtp13","Vassal",2013,160,218
"Ugni blanc","74Mtp13","Vassal",2014,149,209
"Ugni blanc","74Mtp13","Vassal",2017,145,214
"Ugni blanc","74Mtp13","Vassal",2018,151,208
"Ugni blanc","74Mtp13","Vassal",2019,154,230
"Ugni blanc","74Mtp2","Vassal",1987,165,235
"Ugni blanc","74Mtp2","Vassal",1988,160,235
"Ugni blanc","74Mtp2","Vassal",1989,153,242
"Ugni blanc","74Mtp2","Vassal",1990,148,209
"Ugni blanc","74Mtp2","Vassal",1991,163,233
"Ugni blanc","74Mtp2","Vassal",1992,152,222
"Ugni blanc","74Mtp2","Vassal",1993,154,229
"Ugni blanc","74Mtp2","Vassal",1994,154,204
"Ugni blanc","74Mtp2","Vassal",1995,155,227
"Ugni blanc","74Mtp3","Vassal",1991,157,216
"Ugni blanc","74Mtp31","Vassal",1998,153,222
"Ugni blanc","74Mtp31","Vassal",1999,151,212
"Ugni blanc","74Mtp31","Vassal",2000,154,221
"Ugni blanc","74Mtp31","Vassal",2001,149,227
"Ugni blanc","74Mtp31","Vassal",2002,147,217
"Ugni blanc","74Mtp31","Vassal",2003,156,248
"Ugni blanc","74Mtp31","Vassal",2004,158,238
"Ugni blanc","74Mtp31","Vassal",2005,157,231
"Ugni blanc","74Mtp31","Vassal",2006,150,217
"Ugni blanc","74Mtp31","Vassal",2007,145,218
"Ugni blanc","74Mtp31","Vassal",2008,153,229
"Ugni blanc","74Mtp31","Vassal",2009,151,213
"Ugni blanc","74Mtp31","Vassal",2011,140,215
"Ugni blanc","74Mtp31","Vassal",2012,153,220
"Ugni blanc","74Mtp31","Vassal",2013,159,225
"Ugni blanc","74Mtp31","Vassal",2014,150,220
"Ugni blanc","74Mtp35","Vassal",2002,151,226
"Ugni blanc","74Mtp35","Vassal",2003,150,206
"Ugni blanc","74Mtp35","Vassal",2004,159,232
"Ugni blanc","74Mtp35","Vassal",2005,157,216
"Ugni blanc","74Mtp35","Vassal",2006,149,215
"Ugni blanc","74Mtp35","Vassal",2007,147,213
"Ugni blanc","74Mtp35","Vassal",2008,156,227
"Ugni blanc","74Mtp35","Vassal",2009,153,219
"Ugni blanc","74Mtp35","Vassal",2017,143,212
"Ugni blanc","74Mtp35","Vassal",2018,153,235
"Ugni blanc","74Mtp36","Vassal",1991,158,238
"Ugni blanc","74Mtp36","Vassal",1992,152,225
"Ugni blanc","74Mtp36","Vassal",1993,156,222
"Ugni blanc","74Mtp36","Vassal",2010,154,225
"Ugni blanc","74Mtp36","Vassal",2012,150,226
"Ugni blanc","74Mtp36","Vassal",2013,159,237
"Ugni blanc","74Mtp4","Vassal",2010,151,223
"Ugni blanc","74Mtp4","Vassal",2011,137,216
"Ugni blanc","74Mtp4","Vassal",2012,151,211
"Ugni blanc","74Mtp4","Vassal",2013,159,234
"Ugni blanc","74Mtp4","Vassal",2017,140,206
"Ugni blanc","74Mtp4","Vassal",2018,149,215
"Ugni blanc","74Mtp4","Vassal",2019,151,224
"Ugni blanc","74Mtp9","Vassal",1987,165,243
"Ugni blanc","74Mtp9","Vassal",1988,160,224
"Ugni blanc","74Mtp9","Vassal",1989,153,222
"Ugni blanc","74Mtp9","Vassal",1990,150,236
"Ugni blanc","74Mtp9","Vassal",1991,163,236
"Ugni blanc","74Mtp9","Vassal",1992,152,237
"Ugni blanc","74Mtp9","Vassal",1995,155,211
"Chasselas","585Mtp22","Vassal",1990,140,203
"Chasselas","585Mtp22","Vassal",1991,150,199
"Chasselas","585Mtp22","Vassal",1992,143,198
"Chasselas","585Mtp22","Vassal",1994,142,199
"Chasselas","585Mtp62","Vassal",2011,133,192
"Chasselas","585Mtp8","Vassal",2011,135,183
"Chasselas","585Mtp90","Vassal",2011,131,190
"Grenache","34Mtp13","Vassal",1988,155,234
"Pinot noir","193Mtp2","Vassal",1987,153,223
"Pinot noir","193Mtp31","Vassal",1987,154,215
"Pinot noir","193Mtp33","Vassal",1987,154,217
"Pinot noir","193Mtp38","Vassal",1987,153,205
"Pinot noir","193Mtp52","Vassal",1987,154,216
"Pinot noir","193Mtp53","Vassal",1987,154,226
"Pinot noir","193Mtp55","Vassal",1987,153,214
"Pinot noir","193Mtp6","Vassal",1987,153,218
"Pinot noir","193Mtp2","Vassal",1988,147,214
"Pinot noir","193Mtp31","Vassal",1988,147,217
"Pinot noir","193Mtp33","Vassal",1988,147,208
"Pinot noir","193Mtp38","Vassal",1988,147,208
"Pinot noir","193Mtp52","Vassal",1988,147,216
"Pinot noir","193Mtp53","Vassal",1988,147,217
"Pinot noir","193Mtp55","Vassal",1988,147,207
"Pinot noir","193Mtp6","Vassal",1988,147,211
"Pinot noir","193Mtp1","Vassal",1989,142,204
"Pinot noir","193Mtp2","Vassal",1989,142,200
"Pinot noir","193Mtp31","Vassal",1989,143,202
"Pinot noir","193Mtp33","Vassal",1989,142,210
"Pinot noir","193Mtp53","Vassal",1989,142,204
"Pinot noir","193Mtp55","Vassal",1989,142,206
"Pinot noir","193Mtp6","Vassal",1989,144,205
"Pinot noir","193Mtp2","Vassal",1990,139,197
"Pinot noir","193Mtp31","Vassal",1990,139,198
"Pinot noir","193Mtp33","Vassal",1990,139,210
"Pinot noir","193Mtp53","Vassal",1990,139,200
"Pinot noir","193Mtp55","Vassal",1990,139,207
"Pinot noir","193Mtp6","Vassal",1990,138,200
"Pinot noir","193Mtp102","Vassal",1991,152,216
"Pinot noir","193Mtp103","Vassal",1991,153,205
"Pinot noir","193Mtp2","Vassal",1991,148,212
"Pinot noir","193Mtp31","Vassal",1991,152,217
"Pinot noir","193Mtp33","Vassal",1991,152,211
"Pinot noir","193Mtp6","Vassal",1991,154,214
"Pinot noir","193Mtp102","Vassal",1992,142,202
"Pinot noir","193Mtp103","Vassal",1992,140,207
"Pinot noir","193Mtp2","Vassal",1992,143,202
"Pinot noir","193Mtp31","Vassal",1992,143,209
"Pinot noir","193Mtp33","Vassal",1992,143,220
"Pinot noir","193Mtp6","Vassal",1992,143,209
"Pinot noir","193Mtp102","Vassal",1993,143,208
"Pinot noir","193Mtp103","Vassal",1993,148,209
"Pinot noir","193Mtp1","Vassal",1994,139,205
"Pinot noir","193Mtp2","Vassal",1994,138,200
"Pinot noir","193Mtp31","Vassal",1994,140,210
"Pinot noir","193Mtp33","Vassal",1994,138,202
"Pinot noir","193Mtp6","Vassal",1994,138,206
"Pinot noir","193Mtp2","Vassal",1995,143,198
"Pinot noir","193Mtp31","Vassal",1995,143,217
"Pinot noir","193Mtp33","Vassal",1995,143,207
"Pinot noir","193Mtp6","Vassal",1995,143,218
"Pinot noir","193Mtp1","Vassal",1996,147,188
"Pinot noir","193Mtp2","Vassal",1996,147,210
"Pinot noir","193Mtp31","Vassal",1996,147,203
"Pinot noir","193Mtp33","Vassal",1996,147,207
"Pinot noir","193Mtp6","Vassal",1996,147,203
"Pinot noir","193Mtp2","Vassal",1997,125,193
"Pinot noir","193Mtp31","Vassal",1997,137,203
"Pinot noir","193Mtp33","Vassal",1997,137,205
"Pinot noir","193Mtp6","Vassal",1997,125,183
"Pinot noir","193Mtp18","Vassal",1998,142,205
"Pinot noir","193Mtp6","Vassal",1998,142,211
"Pinot noir","193Mtp88","Vassal",1998,142,208
"Pinot noir","193Mtp90","Vassal",1998,142,190
"Pinot noir","193Mtp18","Vassal",1999,142,205
"Pinot noir","193Mtp6","Vassal",1999,143,200
"Pinot noir","193Mtp88","Vassal",1999,144,209
"Pinot noir","193Mtp90","Vassal",1999,144,203
"Pinot noir","193Mtp18","Vassal",2000,147,213
"Pinot noir","193Mtp6","Vassal",2000,150,208
"Pinot noir","193Mtp88","Vassal",2000,150,211
"Pinot noir","193Mtp90","Vassal",2000,144,207
"Pinot noir","193Mtp1","Vassal",2001,138,202
"Pinot noir","193Mtp1","Vassal",2002,143,204
"Pinot noir","193Mtp40","Vassal",2002,143,214
"Pinot noir","193Mtp41","Vassal",2002,141,209
"Pinot noir","193Mtp77","Vassal",2002,143,211
"Pinot noir","193Mtp81","Vassal",2002,143,199
"Pinot noir","193Mtp1","Vassal",2003,143,215
"Pinot noir","193Mtp40","Vassal",2003,143,211
"Pinot noir","193Mtp41","Vassal",2003,143,214
"Pinot noir","193Mtp77","Vassal",2003,143,198
"Pinot noir","193Mtp81","Vassal",2003,143,207
"Pinot noir","193Mtp1","Vassal",2004,154,228
"Pinot noir","193Mtp40","Vassal",2004,154,220
"Pinot noir","193Mtp41","Vassal",2004,154,211
"Pinot noir","193Mtp77","Vassal",2004,154,205
"Pinot noir","193Mtp81","Vassal",2004,154,217
"Pinot noir","193Mtp1","Vassal",2005,150,206
"Pinot noir","193Mtp40","Vassal",2005,150,221
"Pinot noir","193Mtp41","Vassal",2005,150,211
"Pinot noir","193Mtp77","Vassal",2005,149,208
"Pinot noir","193Mtp81","Vassal",2005,150,213
"Pinot noir","193Mtp1","Vassal",2006,143,206
"Pinot noir","193Mtp40","Vassal",2006,144,223
"Pinot noir","193Mtp41","Vassal",2006,144,182
"Pinot noir","193Mtp77","Vassal",2006,144,211
"Pinot noir","193Mtp81","Vassal",2006,143,198
"Pinot noir","193Mtp1","Vassal",2007,135,211
"Pinot noir","193Mtp40","Vassal",2007,135,192
"Pinot noir","193Mtp41","Vassal",2007,135,188
"Pinot noir","193Mtp77","Vassal",2007,134,195
"Pinot noir","193Mtp81","Vassal",2007,135,197
"Pinot noir","193Mtp1","Vassal",2008,140,209
"Pinot noir","193Mtp40","Vassal",2008,143,209
"Pinot noir","193Mtp41","Vassal",2008,143,191
"Pinot noir","193Mtp77","Vassal",2008,140,203
"Pinot noir","193Mtp81","Vassal",2008,142,196
"Pinot noir","193Mtp1","Vassal",2009,142,203
"Pinot noir","193Mtp40","Vassal",2009,142,212
"Pinot noir","193Mtp41","Vassal",2009,142,200
"Pinot noir","193Mtp101","Vassal",2010,145,215
"Pinot noir","193Mtp40","Vassal",2010,146,204
"Pinot noir","193Mtp41","Vassal",2010,146,211
"Pinot noir","193Mtp77","Vassal",2010,145,211
"Pinot noir","193Mtp81","Vassal",2010,145,210
"Pinot noir","193Mtp101","Vassal",2011,131,201
"Pinot noir","193Mtp40","Vassal",2011,131,185
"Pinot noir","193Mtp41","Vassal",2011,131,192
"Pinot noir","193Mtp77","Vassal",2011,131,190
"Pinot noir","193Mtp81","Vassal",2011,129,192
"Pinot noir","193Mtp101","Vassal",2012,142,206
"Pinot noir","193Mtp40","Vassal",2012,146,207
"Pinot noir","193Mtp41","Vassal",2012,146,216
"Pinot noir","193Mtp77","Vassal",2012,145,210
"Pinot noir","193Mtp81","Vassal",2012,145,202
"Ugni blanc","74Mtp7","Vassal",2010,151,217
"Ugni blanc","74Mtp2","Vassal",2011,140,191
"Ugni blanc","74Mtp7","Vassal",2011,137,220
"Ugni blanc","74Mtp2","Vassal",2012,153,219
"Ugni blanc","74Mtp7","Vassal",2012,151,224
"Chardonnay","","Vassal",1979,144,211
"Chardonnay","","Vassal",1980,151,219
"Chardonnay","","Vassal",1981,149,213
"Chardonnay","","Vassal",1988,146,218
"Chasselas","","Vassal",1979,150,237
"Chasselas","","Vassal",1980,156,220
"Chasselas","","Vassal",1981,154,203
"Chasselas","","Vassal",1982,148,202
"Pinot noir","","Vassal",1979,144,197
"Pinot noir","","Vassal",1980,151,217
"Pinot noir","","Vassal",1981,149,217
"Pinot noir","","Vassal",1982,143,216
